State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Puducherry,PONDICHERRY,2011,Summer,Urad,11.0,9.0
Puducherry,PONDICHERRY,2011,Whole Year,Coconut,1135.0,6753000.0
Puducherry,PONDICHERRY,2012,Kharif,Bajra,9.0,27.0
Puducherry,PONDICHERRY,2012,Kharif,Banana,249.0,10617.0
Puducherry,PONDICHERRY,2012,Kharif,Brinjal,22.0,484.0
Puducherry,PONDICHERRY,2012,Kharif,Cashewnut,137.0,49.0
Puducherry,PONDICHERRY,2012,Kharif,Dry chillies,1.0,2.0
Puducherry,PONDICHERRY,2012,Kharif,Groundnut,6.0,17.0
Puducherry,PONDICHERRY,2012,Kharif,Jowar,2.0,4.0
Puducherry,PONDICHERRY,2012,Kharif,Mango,157.0,3283.0
Puducherry,PONDICHERRY,2012,Kharif,Paddy,2818.0,14214.0
Puducherry,PONDICHERRY,2012,Kharif,Ragi,16.0,37.0
Puducherry,PONDICHERRY,2012,Kharif,Rice,2818.0,9477.0
Puducherry,PONDICHERRY,2012,Kharif,Sesamum,4.0,3.0
Puducherry,PONDICHERRY,2012,Kharif,Sugarcane,2027.0,304516.0
Puducherry,PONDICHERRY,2012,Kharif,Sweet potato,2.0,24.0
Puducherry,PONDICHERRY,2012,Kharif,Tapioca,181.0,4319.0
Puducherry,PONDICHERRY,2012,Kharif,Urad,4.0,4.0
Puducherry,PONDICHERRY,2012,Rabi,Brinjal,13.0,141.0
Puducherry,PONDICHERRY,2012,Rabi,Dry chillies,2.0,4.0
Puducherry,PONDICHERRY,2012,Rabi,Groundnut,323.0,678.0
Puducherry,PONDICHERRY,2012,Rabi,Moong(Green Gram),1.0,1.0
Puducherry,PONDICHERRY,2012,Rabi,Onion,1.0,18.0
Puducherry,PONDICHERRY,2012,Rabi,Other  Rabi pulses,28.0,29.0
Puducherry,PONDICHERRY,2012,Rabi,Other Kharif pulses,13.0,16.0
Puducherry,PONDICHERRY,2012,Rabi,Rice,4322.0,14155.0
Puducherry,PONDICHERRY,2012,Rabi,Sesamum,7.0,5.0
Puducherry,PONDICHERRY,2012,Rabi,Sweet potato,2.0,18.0
Puducherry,PONDICHERRY,2012,Rabi,Tapioca,7.0,120.0
Puducherry,PONDICHERRY,2012,Rabi,Turmeric,5.0,9.0
Puducherry,PONDICHERRY,2012,Rabi,Urad,213.0,302.0
Tripura,DHALAI,2002,Whole Year,Jute & mesta,760.0,5660.0
Tripura,DHALAI,2002,Whole Year,Oilseeds total,1620.0,1213.0
Tripura,DHALAI,2002,Whole Year,other oilseeds,1620.0,1213.0
Tripura,DHALAI,2002,Whole Year,Potato,539.0,8285.0
Tripura,DHALAI,2002,Whole Year,Sugarcane,344.0,15610.0
Tripura,DHALAI,2003,Kharif,Cotton(lint),540.0,140.0
Tripura,DHALAI,2003,Kharif,Maize,584.0,600.0
Tripura,DHALAI,2003,Kharif,Rice,31740.0,62420.0
Tripura,DHALAI,2003,Rabi,Wheat,260.0,545.0
Tripura,DHALAI,2003,Whole Year,Jute & mesta,461.0,3672.0
Tripura,DHALAI,2003,Whole Year,Oilseeds total,990.0,714.0
Tripura,DHALAI,2003,Whole Year,Potato,545.0,7840.0
Tripura,DHALAI,2003,Whole Year,Sugarcane,347.0,12775.0
Tripura,DHALAI,2004,Kharif,Arhar/Tur,320.0,220.0
Tripura,DHALAI,2004,Kharif,Cotton(lint),391.0,604.0
Tripura,DHALAI,2004,Kharif,Groundnut,103.0,96.0
Tripura,DHALAI,2004,Kharif,Jute,90.0,682.0
Tripura,DHALAI,2004,Kharif,Maize,1008.0,1162.0
Tripura,DHALAI,2004,Kharif,Mesta,404.0,3304.0
Tripura,DHALAI,2004,Kharif,Moong(Green Gram),96.0,50.0
Tripura,DHALAI,2004,Kharif,Other Kharif pulses,218.0,155.0
Tripura,DHALAI,2004,Kharif,Rice,31237.0,57876.0
Tripura,DHALAI,2004,Kharif,Sesamum,392.0,172.0
Tripura,DHALAI,2004,Kharif,Urad,158.0,82.0
Tripura,DHALAI,2004,Rabi,Gram,68.0,47.0
Tripura,DHALAI,2004,Rabi,Groundnut,67.0,59.0
Tripura,DHALAI,2004,Rabi,Masoor,51.0,27.0
Tripura,DHALAI,2004,Rabi,Moong(Green Gram),34.0,15.0
Tripura,DHALAI,2004,Rabi,Other  Rabi pulses,69.0,62.0
Tripura,DHALAI,2004,Rabi,Peas & beans (Pulses),145.0,89.0
Tripura,DHALAI,2004,Rabi,Rapeseed &Mustard,314.0,280.0
Tripura,DHALAI,2004,Rabi,Urad,63.0,36.0
Tripura,DHALAI,2004,Rabi,Wheat,195.0,373.0
Tripura,DHALAI,2004,Whole Year,Sugarcane,211.0,9756.0
Tripura,DHALAI,2005,Kharif,Arhar/Tur,213.0,160.0
Tripura,DHALAI,2005,Kharif,Cotton(lint),475.0,679.0
Tripura,DHALAI,2005,Kharif,Groundnut,256.0,229.0
Tripura,DHALAI,2005,Kharif,Jute,65.0,510.0
Tripura,DHALAI,2005,Kharif,Maize,538.0,545.0
Tripura,DHALAI,2005,Kharif,Mesta,442.0,3240.0
Tripura,DHALAI,2005,Kharif,Moong(Green Gram),270.0,153.0
Tripura,DHALAI,2005,Kharif,Other Kharif pulses,301.0,216.0
Tripura,DHALAI,2005,Kharif,Rice,27765.0,50438.0
Tripura,DHALAI,2005,Kharif,Sesamum,371.0,162.0
Tripura,DHALAI,2005,Kharif,Urad,254.0,135.0
Tripura,DHALAI,2005,Rabi,Gram,33.0,28.0
Tripura,DHALAI,2005,Rabi,Groundnut,90.0,74.0
Tripura,DHALAI,2005,Rabi,Masoor,57.0,29.0
Tripura,DHALAI,2005,Rabi,Moong(Green Gram),45.0,24.0
Tripura,DHALAI,2005,Rabi,Other  Rabi pulses,147.0,91.0
Tripura,DHALAI,2005,Rabi,Peas & beans (Pulses),173.0,55.0
Tripura,DHALAI,2005,Rabi,Rapeseed &Mustard,290.0,235.0
Tripura,NORTH TRIPURA,1998,Rabi,Masoor,50.0,20.0
Tripura,NORTH TRIPURA,1998,Rabi,Moong(Green Gram),173.0,70.0
Tripura,NORTH TRIPURA,1998,Rabi,Other  Rabi pulses,163.0,95.0
Tripura,NORTH TRIPURA,1998,Rabi,Peas & beans (Pulses),125.0,75.0
Tripura,NORTH TRIPURA,1998,Rabi,Rapeseed &Mustard,730.0,558.0
Tripura,NORTH TRIPURA,1998,Rabi,Urad,137.0,65.0
Tripura,NORTH TRIPURA,1998,Rabi,Wheat,125.0,245.0
Tripura,NORTH TRIPURA,1998,Whole Year,Sugarcane,235.0,10975.0
Tripura,NORTH TRIPURA,1999,Kharif,Cotton(lint),123.0,165.0
Tripura,NORTH TRIPURA,1999,Kharif,Jute & mesta,182.0,1370.0
Tripura,NORTH TRIPURA,1999,Kharif,Maize,185.0,150.0
Tripura,NORTH TRIPURA,1999,Kharif,Rice,39080.0,77670.0
Tripura,NORTH TRIPURA,1999,Rabi,Wheat,111.0,240.0
Tripura,NORTH TRIPURA,1999,Whole Year,Oilseeds total,1056.0,600.0
Tripura,NORTH TRIPURA,1999,Whole Year,Potato,750.0,11820.0
Tripura,NORTH TRIPURA,1999,Whole Year,Sugarcane,230.0,12661.0
Tripura,NORTH TRIPURA,2000,Kharif,Cotton(lint),235.0,346.0
Tripura,NORTH TRIPURA,2000,Kharif,Jute & mesta,366.0,3320.0
Tripura,NORTH TRIPURA,2000,Kharif,Maize,240.0,235.0
Tripura,NORTH TRIPURA,2000,Kharif,Rice,39350.0,82420.0
Tripura,NORTH TRIPURA,2000,Rabi,Wheat,225.0,460.0
Tripura,NORTH TRIPURA,2000,Whole Year,Oilseeds total,914.0,584.0
Tripura,NORTH TRIPURA,2000,Whole Year,Potato,810.0,11555.0
Tripura,NORTH TRIPURA,2000,Whole Year,Sugarcane,168.0,8930.0
Tripura,NORTH TRIPURA,2001,Kharif,Cotton(lint),263.0,388.0
Tripura,NORTH TRIPURA,2001,Kharif,Jute & mesta,320.0,2780.0
Tripura,NORTH TRIPURA,2001,Kharif,Maize,275.0,265.0
Tripura,NORTH TRIPURA,2001,Kharif,Rice,39290.0,88490.0
Tripura,NORTH TRIPURA,2001,Rabi,Wheat,235.0,490.0
Tripura,NORTH TRIPURA,2001,Whole Year,Oilseeds total,726.0,538.0
Tripura,NORTH TRIPURA,2001,Whole Year,Potato,890.0,15905.0
Tripura,SEPAHIJALA,2013,Kharif,Groundnut,2.0,2.0
Tripura,SEPAHIJALA,2013,Kharif,Jute,21.0,187.0
Tripura,SEPAHIJALA,2013,Kharif,Maize,490.0,584.0
Tripura,SEPAHIJALA,2013,Kharif,Mesta,8.0,63.0
Tripura,SEPAHIJALA,2013,Kharif,Moong(Green Gram),6.0,3.0
Tripura,SEPAHIJALA,2013,Kharif,Other Kharif pulses,35.0,23.0
Tripura,SEPAHIJALA,2013,Kharif,Rice,49364.0,149425.0
Tripura,SEPAHIJALA,2013,Kharif,Sesamum,245.0,148.0
Tripura,SEPAHIJALA,2013,Kharif,Urad,39.0,22.0
Tripura,SEPAHIJALA,2013,Rabi,Groundnut,2.0,2.0
Tripura,SEPAHIJALA,2013,Rabi,Masoor,128.0,74.0
Tripura,SEPAHIJALA,2013,Rabi,Moong(Green Gram),24.0,12.0
Tripura,SEPAHIJALA,2013,Rabi,Other  Rabi pulses,83.0,63.0
Tripura,SEPAHIJALA,2013,Rabi,Peas & beans (Pulses),97.0,80.0
Tripura,SEPAHIJALA,2013,Rabi,Rapeseed &Mustard,208.0,158.0
Tripura,SEPAHIJALA,2013,Rabi,Wheat,13.0,26.0
Tripura,SEPAHIJALA,2013,Whole Year,Sugarcane,74.0,4209.0
Tripura,SEPAHIJALA,2014,Kharif,Arhar/Tur,183.0,144.0
Tripura,SEPAHIJALA,2014,Kharif,Cotton(lint),10.0,15.0
Tripura,SEPAHIJALA,2014,Kharif,Groundnut,4.0,4.0
Tripura,SEPAHIJALA,2014,Kharif,Jute,29.0,258.0
Tripura,SEPAHIJALA,2014,Kharif,Maize,303.0,372.0
Tripura,SEPAHIJALA,2014,Kharif,Mesta,3.0,25.0
Tripura,SEPAHIJALA,2014,Kharif,Moong(Green Gram),41.0,22.0
Tripura,SEPAHIJALA,2014,Kharif,Other Kharif pulses,13.0,8.0
Tripura,SEPAHIJALA,2014,Kharif,Rice,47973.0,150378.0
Tripura,SEPAHIJALA,2014,Kharif,Sesamum,206.0,145.0
Tripura,SEPAHIJALA,2014,Kharif,Urad,34.0,19.0
Tripura,SEPAHIJALA,2014,Rabi,Groundnut,5.0,4.0
Tripura,SEPAHIJALA,2014,Rabi,Masoor,203.0,141.0
Tripura,SEPAHIJALA,2014,Rabi,Moong(Green Gram),2.0,1.0
Tripura,SEPAHIJALA,2014,Rabi,Peas & beans (Pulses),333.0,272.0
Tripura,SEPAHIJALA,2014,Rabi,Rapeseed &Mustard,521.0,460.0
Tripura,SEPAHIJALA,2014,Rabi,Urad,2.0,1.0
Tripura,SEPAHIJALA,2014,Rabi,Wheat,14.0,30.0
Tripura,SEPAHIJALA,2014,Whole Year,Sugarcane,49.0,2808.0
Tripura,SOUTH TRIPURA,1998,Kharif,Arhar/Tur,235.0,140.0
Tripura,SOUTH TRIPURA,1998,Kharif,Cotton(lint),105.0,115.0
Tripura,SOUTH TRIPURA,1998,Kharif,Groundnut,267.0,265.0
Tripura,SOUTH TRIPURA,1998,Kharif,Jute,385.0,3040.0
Tripura,SOUTH TRIPURA,1998,Kharif,Maize,630.0,470.0
Tripura,SOUTH TRIPURA,1998,Kharif,Mesta,642.0,4615.0
Tripura,SOUTH TRIPURA,1998,Kharif,Moong(Green Gram),200.0,101.0
Tripura,SOUTH TRIPURA,1998,Kharif,Other Kharif pulses,360.0,250.0
Tripura,SOUTH TRIPURA,1998,Kharif,Rice,76357.0,148170.0
Tripura,SOUTH TRIPURA,1998,Kharif,Sesamum,681.0,302.0
Tripura,SOUTH TRIPURA,1998,Kharif,Urad,290.0,144.0
Tripura,SOUTH TRIPURA,1998,Rabi,Gram,33.0,23.0
Tripura,SOUTH TRIPURA,1998,Rabi,Groundnut,75.0,66.0
Tripura,SOUTH TRIPURA,1998,Rabi,Masoor,63.0,25.0
Tripura,SOUTH TRIPURA,1998,Rabi,Moong(Green Gram),162.0,69.0
Tripura,SOUTH TRIPURA,1998,Rabi,Other  Rabi pulses,183.0,107.0
Tripura,SOUTH TRIPURA,1998,Rabi,Peas & beans (Pulses),325.0,195.0
Tripura,SOUTH TRIPURA,1998,Rabi,Rapeseed &Mustard,625.0,539.0
Tripura,SOUTH TRIPURA,1998,Rabi,Urad,129.0,60.0
Tripura,SOUTH TRIPURA,1998,Rabi,Wheat,225.0,425.0
Tripura,SOUTH TRIPURA,1998,Whole Year,Sugarcane,335.0,16710.0
Tripura,SOUTH TRIPURA,1999,Kharif,Cotton(lint),108.0,134.0
Tripura,SOUTH TRIPURA,1999,Kharif,Jute & mesta,730.0,5710.0
Tripura,SOUTH TRIPURA,1999,Kharif,Maize,375.0,300.0
Tripura,SOUTH TRIPURA,1999,Kharif,Rice,68960.0,154400.0
Tripura,SOUTH TRIPURA,1999,Rabi,Wheat,206.0,421.0
Tripura,SOUTH TRIPURA,1999,Whole Year,Oilseeds total,1097.0,778.0
Tripura,SOUTH TRIPURA,1999,Whole Year,Potato,2600.0,48040.0
Tripura,SOUTH TRIPURA,1999,Whole Year,Sugarcane,302.0,14560.0
Tripura,SOUTH TRIPURA,2000,Kharif,Cotton(lint),195.0,286.0
Tripura,SOUTH TRIPURA,2000,Kharif,Jute & mesta,1020.0,8200.0
Tripura,SOUTH TRIPURA,2000,Kharif,Maize,480.0,490.0
Tripura,SOUTH TRIPURA,2000,Kharif,Rice,76840.0,178220.0
Tripura,SOUTH TRIPURA,2000,Rabi,Wheat,200.0,425.0
Tripura,SOUTH TRIPURA,2000,Whole Year,Oilseeds total,1268.0,857.0
Tripura,SOUTH TRIPURA,2000,Whole Year,Potato,2515.0,52010.0
Tripura,SOUTH TRIPURA,2000,Whole Year,Sugarcane,412.0,21185.0
Tripura,SOUTH TRIPURA,2001,Kharif,Cotton(lint),285.0,401.0
Tripura,SOUTH TRIPURA,2001,Kharif,Jute & mesta,970.0,8370.0
Tripura,SOUTH TRIPURA,2001,Kharif,Maize,525.0,530.0
Tripura,SOUTH TRIPURA,2001,Kharif,Rice,78290.0,191660.0
Tripura,SOUTH TRIPURA,2001,Rabi,Wheat,235.0,455.0
Tripura,SOUTH TRIPURA,2001,Whole Year,Oilseeds total,1238.0,951.0
Tripura,SOUTH TRIPURA,2001,Whole Year,Potato,2450.0,49830.0
Tripura,SOUTH TRIPURA,2001,Whole Year,Sugarcane,420.0,21310.0
Tripura,SOUTH TRIPURA,2002,Kharif,Cotton(lint),267.0,310.0
Tripura,SOUTH TRIPURA,2002,Kharif,Maize,713.0,690.0
Tripura,SOUTH TRIPURA,2002,Kharif,Other Kharif pulses,1864.0,1118.0
Tripura,WEST TRIPURA,1999,Whole Year,Sugarcane,165.0,8185.0
Tripura,WEST TRIPURA,2000,Kharif,Cotton(lint),40.0,53.0
Tripura,WEST TRIPURA,2000,Kharif,Jute & mesta,918.0,8055.0
Tripura,WEST TRIPURA,2000,Kharif,Maize,470.0,455.0
Tripura,WEST TRIPURA,2000,Kharif,Rice,97380.0,228100.0
Tripura,WEST TRIPURA,2000,Rabi,Wheat,405.0,850.0
Tripura,WEST TRIPURA,2000,Whole Year,Oilseeds total,1755.0,1206.0
Tripura,WEST TRIPURA,2000,Whole Year,Potato,1675.0,33105.0
Tripura,WEST TRIPURA,2000,Whole Year,Sugarcane,165.0,8845.0
Tripura,WEST TRIPURA,2001,Kharif,Cotton(lint),70.0,103.0
Tripura,WEST TRIPURA,2001,Kharif,Jute & mesta,910.0,7870.0
Tripura,WEST TRIPURA,2001,Kharif,Maize,540.0,510.0
Tripura,WEST TRIPURA,2001,Kharif,Rice,97280.0,247580.0
Tripura,WEST TRIPURA,2001,Rabi,Wheat,375.0,735.0
Tripura,WEST TRIPURA,2001,Whole Year,Oilseeds total,1319.0,902.0
Tripura,WEST TRIPURA,2001,Whole Year,Potato,1510.0,31865.0
Tripura,WEST TRIPURA,2001,Whole Year,Sugarcane,170.0,9035.0
Tripura,WEST TRIPURA,2002,Kharif,Cotton(lint),145.0,124.0
Tripura,WEST TRIPURA,2002,Kharif,Maize,685.0,645.0
Tripura,WEST TRIPURA,2002,Kharif,Other Kharif pulses,2720.0,1702.0
Tripura,WEST TRIPURA,2002,Kharif,Rice,98010.0,250160.0
Tripura,WEST TRIPURA,2002,Rabi,Wheat,260.0,529.0
Tripura,WEST TRIPURA,2002,Whole Year,Jute & mesta,951.0,7207.0
Tripura,WEST TRIPURA,2002,Whole Year,Oilseeds total,1350.0,961.0
Tripura,WEST TRIPURA,2002,Whole Year,other oilseeds,1350.0,961.0
Tripura,WEST TRIPURA,2002,Whole Year,Potato,1737.0,33700.0
Tripura,WEST TRIPURA,2002,Whole Year,Sugarcane,160.0,8545.0
Tripura,WEST TRIPURA,2003,Kharif,Cotton(lint),147.0,35.0
Tripura,WEST TRIPURA,2003,Kharif,Maize,695.0,622.0
Tripura,WEST TRIPURA,2003,Kharif,Rice,101000.0,253590.0
Uttar Pradesh,AGRA,2000,Rabi,Masoor,1420.0,1153.0
Uttar Pradesh,AGRA,2000,Rabi,Moong(Green Gram),223.0,60.0
Uttar Pradesh,AGRA,2000,Rabi,Peas & beans (Pulses),937.0,1787.0
Uttar Pradesh,AGRA,2000,Rabi,Rapeseed &Mustard,76862.0,110533.0
Uttar Pradesh,AGRA,2000,Rabi,Urad,3.0,1.0
Uttar Pradesh,AGRA,2000,Rabi,Wheat,137775.0,420786.0
Uttar Pradesh,AGRA,2000,Whole Year,Potato,18662.0,569023.0
Uttar Pradesh,AGRA,2000,Whole Year,Sugarcane,623.0,27856.0
Uttar Pradesh,AGRA,2001,Kharif,Arhar/Tur,4616.0,7615.0
Uttar Pradesh,AGRA,2001,Kharif,Bajra,107560.0,120855.0
Uttar Pradesh,AGRA,2001,Kharif,Cotton(lint),111.0,94.0
Uttar Pradesh,AGRA,2001,Kharif,Groundnut,6.0,5.0
Uttar Pradesh,AGRA,2001,Kharif,Jowar,1062.0,823.0
Uttar Pradesh,AGRA,2001,Kharif,Maize,189.0,368.0
Uttar Pradesh,AGRA,2001,Kharif,Moong(Green Gram),65.0,18.0
Uttar Pradesh,AGRA,2001,Kharif,Moth,8.0,3.0
Uttar Pradesh,AGRA,2001,Kharif,Rice,1318.0,2476.0
Uttar Pradesh,AGRA,2001,Kharif,Sesamum,1645.0,477.0
Uttar Pradesh,AGRA,2001,Kharif,Sunflower,10.0,11.0
Uttar Pradesh,AGRA,2001,Kharif,Urad,506.0,206.0
Uttar Pradesh,AGRA,2001,Rabi,Barley,10274.0,30727.0
Uttar Pradesh,AGRA,2001,Rabi,Gram,9968.0,11703.0
Uttar Pradesh,AGRA,2001,Rabi,Linseed,1.0,0.1
Uttar Pradesh,AGRA,2001,Rabi,Maize,9.0,15.0
Uttar Pradesh,AGRA,2001,Rabi,Masoor,949.0,758.0
Uttar Pradesh,AGRA,2001,Rabi,Moong(Green Gram),122.0,34.0
Uttar Pradesh,AGRA,2001,Rabi,Peas & beans (Pulses),513.0,912.0
Uttar Pradesh,AGRA,2001,Rabi,Rapeseed &Mustard,79631.0,105039.0
Uttar Pradesh,AGRA,2001,Rabi,Urad,21.0,6.0
Uttar Pradesh,AGRA,2001,Rabi,Wheat,133214.0,407041.0
Uttar Pradesh,AGRA,2001,Whole Year,Potato,24047.0,848426.0
Uttar Pradesh,AGRA,2001,Whole Year,Sugarcane,327.0,17142.0
Uttar Pradesh,AGRA,2002,Kharif,Bajra,97178.0,154781.0
Uttar Pradesh,AGRA,2002,Kharif,Cotton(lint),212.0,171.0
Uttar Pradesh,AGRA,2002,Kharif,Jowar,672.0,667.0
Uttar Pradesh,AGRA,2002,Kharif,Maize,435.0,513.0
Uttar Pradesh,AGRA,2002,Kharif,Moong(Green Gram),59.0,17.0
Uttar Pradesh,AGRA,2002,Kharif,Moth,4.0,2.0
Uttar Pradesh,AGRA,2002,Kharif,Rice,1134.0,1900.0
Uttar Pradesh,AGRA,2002,Kharif,Sesamum,959.0,155.0
Uttar Pradesh,AGRA,2002,Kharif,Sunflower,1.0,1.0
Uttar Pradesh,AGRA,2002,Kharif,Urad,357.0,143.0
Uttar Pradesh,AGRA,2002,Rabi,Barley,10076.0,31122.0
Uttar Pradesh,AGRA,2002,Rabi,Gram,7116.0,7447.0
Uttar Pradesh,AGRA,2002,Rabi,Linseed,6.0,3.0
Uttar Pradesh,AGRA,2002,Rabi,Maize,4.0,4.0
Uttar Pradesh,AGRA,2002,Rabi,Masoor,601.0,586.0
Uttar Pradesh,AGRA,2002,Rabi,Onion,38.0,392.0
Uttar Pradesh,AGRA,2002,Rabi,Peas & beans (Pulses),383.0,638.0
Uttar Pradesh,AGRA,2002,Rabi,Rapeseed &Mustard,76315.0,90695.0
Uttar Pradesh,AGRA,2002,Rabi,Wheat,129806.0,428284.0
Uttar Pradesh,AGRA,2002,Summer,Moong(Green Gram),74.0,35.0
Uttar Pradesh,AGRA,2002,Summer,Onion,25.0,279.0
Uttar Pradesh,AGRA,2002,Summer,Urad,4.0,2.0
Uttar Pradesh,AGRA,2002,Whole Year,Potato,30767.0,905596.0
Uttar Pradesh,AGRA,2002,Whole Year,Sugarcane,263.0,14309.0
Uttar Pradesh,AGRA,2003,Kharif,Arhar/Tur,3170.0,5461.0
Uttar Pradesh,AGRA,2003,Kharif,Bajra,105629.0,150139.0
Uttar Pradesh,AGRA,2003,Kharif,Groundnut,1.0,1.0
Uttar Pradesh,AGRA,2003,Kharif,Jowar,645.0,573.0
Uttar Pradesh,AGRA,2003,Kharif,Maize,103.0,178.0
Uttar Pradesh,AGRA,2003,Kharif,Moong(Green Gram),72.0,17.0
Uttar Pradesh,AGRA,2003,Kharif,Moth,2.0,1.0
Uttar Pradesh,AGRA,2003,Kharif,Rice,824.0,1436.0
Uttar Pradesh,AGRA,2003,Kharif,Sesamum,929.0,121.0
Uttar Pradesh,AGRA,2003,Kharif,Sunflower,2.0,3.0
Uttar Pradesh,AGRA,2003,Kharif,Urad,335.0,79.0
Uttar Pradesh,AGRA,2003,Rabi,Barley,10480.0,28833.0
Uttar Pradesh,AGRA,2003,Rabi,Gram,6482.0,8458.0
Uttar Pradesh,AGRA,2003,Rabi,Linseed,1.0,1.0
Uttar Pradesh,AGRA,2003,Rabi,Masoor,530.0,479.0
Uttar Pradesh,AGRA,2003,Rabi,Onion,45.0,646.0
Uttar Pradesh,AGRA,2003,Rabi,Peas & beans (Pulses),361.0,733.0
Uttar Pradesh,AGRA,2003,Rabi,Rapeseed &Mustard,77739.0,108201.0
Uttar Pradesh,AGRA,2003,Rabi,Wheat,130473.0,424924.0
Uttar Pradesh,AGRA,2003,Summer,Maize,19.0,26.0
Uttar Pradesh,AGRA,2003,Summer,Moong(Green Gram),63.0,25.0
Uttar Pradesh,AGRA,2003,Summer,Onion,24.0,237.0
Uttar Pradesh,AGRA,2003,Summer,Urad,13.0,7.0
Uttar Pradesh,AGRA,2003,Whole Year,Potato,31737.0,790473.0
Uttar Pradesh,AGRA,2003,Whole Year,Sugarcane,194.0,10034.0
Uttar Pradesh,AGRA,2004,Kharif,Bajra,99841.0,195144.0
Uttar Pradesh,AGRA,2004,Kharif,Cotton(lint),240.0,35.0
Uttar Pradesh,AGRA,2004,Kharif,Groundnut,3.0,2.0
Uttar Pradesh,AGRA,2004,Kharif,Jowar,4289.0,3237.0
Uttar Pradesh,ALIGARH,1997,Rabi,Peas & beans (Pulses),3115.0,4984.0
Uttar Pradesh,ALIGARH,1997,Rabi,Rapeseed &Mustard,39033.0,23064.0
Uttar Pradesh,ALIGARH,1997,Rabi,Sunflower,475.0,411.0
Uttar Pradesh,ALIGARH,1997,Rabi,Wheat,190423.0,616108.0
Uttar Pradesh,ALIGARH,1997,Summer,Maize,47.0,74.0
Uttar Pradesh,ALIGARH,1997,Summer,Moong(Green Gram),10247.0,4089.0
Uttar Pradesh,ALIGARH,1997,Summer,Urad,114.0,52.0
Uttar Pradesh,ALIGARH,1997,Whole Year,Potato,4295.0,75462.0
Uttar Pradesh,ALIGARH,1997,Whole Year,Sugarcane,10099.0,598346.0
Uttar Pradesh,ALIGARH,1998,Kharif,Arhar/Tur,16193.0,5693.0
Uttar Pradesh,ALIGARH,1998,Kharif,Bajra,72087.0,87299.0
Uttar Pradesh,ALIGARH,1998,Kharif,Cotton(lint),2154.0,178.0
Uttar Pradesh,ALIGARH,1998,Kharif,Groundnut,2.0,2.0
Uttar Pradesh,ALIGARH,1998,Kharif,Jowar,7.0,3.0
Uttar Pradesh,ALIGARH,1998,Kharif,Maize,42847.0,48246.0
Uttar Pradesh,ALIGARH,1998,Kharif,Moong(Green Gram),205.0,44.0
Uttar Pradesh,ALIGARH,1998,Kharif,Moth,3.0,1.0
Uttar Pradesh,ALIGARH,1998,Kharif,Rice,22174.0,35078.0
Uttar Pradesh,ALIGARH,1998,Kharif,Sesamum,40.0,7.0
Uttar Pradesh,ALIGARH,1998,Kharif,Urad,301.0,81.0
Uttar Pradesh,ALIGARH,1998,Rabi,Barley,24371.0,78853.0
Uttar Pradesh,ALIGARH,1998,Rabi,Gram,1998.0,1946.0
Uttar Pradesh,ALIGARH,1998,Rabi,Masoor,1857.0,1346.0
Uttar Pradesh,ALIGARH,1998,Rabi,Peas & beans (Pulses),3627.0,4962.0
Uttar Pradesh,ALIGARH,1998,Rabi,Rapeseed &Mustard,28918.0,25126.0
Uttar Pradesh,ALIGARH,1998,Rabi,Sunflower,660.0,830.0
Uttar Pradesh,ALIGARH,1998,Rabi,Wheat,194677.0,629068.0
Uttar Pradesh,ALIGARH,1998,Summer,Maize,47.0,48.0
Uttar Pradesh,ALIGARH,1998,Summer,Moong(Green Gram),10368.0,3307.0
Uttar Pradesh,ALIGARH,1998,Summer,Urad,103.0,52.0
Uttar Pradesh,ALIGARH,1998,Whole Year,Onion,100.0,1207.0
Uttar Pradesh,ALIGARH,1998,Whole Year,Potato,5503.0,116886.0
Uttar Pradesh,ALIGARH,1998,Whole Year,Sugarcane,9503.0,528025.0
Uttar Pradesh,ALIGARH,1998,Whole Year,Tobacco,21.0,106.0
Uttar Pradesh,ALIGARH,1999,Kharif,Arhar/Tur,15667.0,11726.0
Uttar Pradesh,ALIGARH,1999,Kharif,Bajra,75196.0,130908.0
Uttar Pradesh,ALIGARH,1999,Kharif,Cotton(lint),1944.0,1976.0
Uttar Pradesh,ALIGARH,1999,Kharif,Groundnut,3.0,3.0
Uttar Pradesh,ALLAHABAD,1997,Summer,Moong(Green Gram),3846.0,1996.0
Uttar Pradesh,ALLAHABAD,1997,Summer,Urad,2951.0,1670.0
Uttar Pradesh,ALLAHABAD,1997,Whole Year,Potato,12410.0,174956.0
Uttar Pradesh,ALLAHABAD,1997,Whole Year,Sugarcane,1455.0,79230.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Arhar/Tur,11906.0,31307.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Bajra,33750.0,31544.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Jowar,12612.0,10336.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Maize,298.0,412.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Moong(Green Gram),117.0,40.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Moth,2.0,1.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Ragi,4.0,5.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Rice,187453.0,334437.0
Uttar Pradesh,ALLAHABAD,1998,Kharif,Sesamum,1111.0,184.0
